Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4918 Constance St,4918 Constance St,Short Term Rental Residential Owner,2,4,06/30/2023 11:59:59 PM,"(29.9191640456755, -90.1086040670054)",3668806.02,518169
4930 S Galvez St,4930 S Galvez St,Short Term Rental Residential Owner,1,2,07/28/2023 11:59:59 PM,"(29.9442185099036, -90.1076539931287)",3669009.52,527282.95
1937 N Rampart St,1937 N Rampart St,Short Term Rental Residential Owner,2,4,06/27/2023 11:59:59 PM,"(29.9674561381161, -90.0593922442755)",3684199.59,535899.71
1621 St Anthony St,1621 St Anthony St,Short Term Rental Residential Owner,2,4,06/27/2023 11:59:59 PM,"(29.9738243637627, -90.061893239964)",3683382.04,538206.64
"LA FEMME FRANCAISE NATASHA, LLC",2028-2030 ST. CLAUDE AVE,4703 - BED & BREAKFAST INNS,,,,,,
1319 St Philip St,1319 St Philip St,Short Term Rental Residential Owner,2,4,11/13/2023 11:59:59 PM,"(29.9645546792762, -90.068349846208)",3681375.12,534813.21
1719 Terpsichore St,1719 Terpsichore St,Short Term Rental Commercial Owner,3,6,01/04/2024 11:59:59 PM,"(29.9394241542315, -90.0777167206108)",3678509.47,525642.2
1515 Calliope St Apt 202,1515 Calliope St Apt 202,Short Term Rental Commercial Owner,3,6,10/07/2023 11:59:59 PM,"(29.9419935928708, -90.0722369429499)",3680234.66,526595.6
909 Touro St,909 Touro St,Short Term Rental Residential Owner,1,2,01/31/2024 11:59:59 PM,"(29.9666507455557, -90.0590370092164)",3684315.32,535608.09
928 John Churchill Chase St,928 John Churchill Chase St,Short Term Rental Commercial Owner,4,8,11/14/2023 11:59:59 PM,"(29.9406938618497, -90.0687618395514)",3681340.43,526135.1
838 Camp St Apt A,838 Camp St Apt A,Short Term Rental Commercial Owner,2,4,09/20/2023 11:59:59 PM,"(29.9447386313486, -90.070532691797)",3680763.39,527599.74
1515 Calliope St Apt 101,1515 Calliope St Apt 101,Short Term Rental Commercial Owner,3,6,10/07/2023 11:59:59 PM,"(29.9419399835325, -90.0722242322245)",3680238.9,526576.15
1119 St Mary St Unit 2A,1119 St Mary St Unit 2A,Short Term Rental Commercial Owner,1,2,10/11/2023 11:59:59 PM,"(29.9320528305872, -90.0741173371821)",3679678.87,522974.23
3420 Magazine St,3420 Magazine St,Short Term Rental Commercial Owner,2,4,01/17/2023 11:59:59 PM,"(29.922508102827, -90.0893621866867)",3674888.07,519450.68
1304 Simon Bolivar Ave,1304 Simon Bolivar Ave,Short Term Rental Residential Owner,2,4,10/31/2023 12:25:54 PM,"(29.9435874400969, -90.08034826953)",3677659.49,527147
733 Constantinople St,733 Constantinople St,Short Term Rental Residential Owner,1,2,06/30/2023 11:59:59 PM,"(29.9199342472342, -90.0966191542089)",3672599.46,518489.85
2400 Marengo St,2400 Marengo St,Short Term Rental Residential Owner,2,4,06/27/2023 11:59:59 PM,"(29.9346728501389, -90.0995373541153)",3671617.36,523839.38
2613 N Villere St,2613 N Villere St,Short Term Rental Commercial Owner,3,6,06/26/2023 11:59:59 PM,"(29.9719596386948, -90.0488056524041)",3687533.11,537574.77
838 Camp St Apt B,838 Camp St Apt B,Short Term Rental Commercial Owner,1,2,09/19/2023 11:59:59 PM,"(29.944734565066, -90.0705072923416)",3680771.45,527598.35
1210 S Rampart St Unit 1C,1210 S Rampart St Unit 1C,Short Term Rental Residential Owner,1,2,06/27/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3678257.56,527166.18
4331 Tchoupitoulas St,4331 Tchoupitoulas St,Short Term Rental Commercial Owner,4,8,03/09/2023 11:59:59 PM,"(29.9172888955766, -90.1006428881095)",3671335.22,517514.17
3400 Napoleon Ave,3400 Napoleon Ave,Short Term Rental Residential Owner,3,6,04/26/2023 11:59:59 PM,"(29.9441787157072, -90.1042960966554)",3670073.09,527279.87
705 Camp St Apt 202,705 Camp St Apt 202,Short Term Rental Commercial Owner,2,4,03/28/2023 11:59:59 PM,"(29.9469629603576, -90.0702339239521)",3680849.09,528409.63
4517 Banks St Unit A,4517 Banks St Unit A,Short Term Rental Residential Owner,2,4,06/28/2023 11:59:59 PM,"(29.9753276665543, -90.1077028988861)",3668873.03,538595.27
BENACHI HOUSE,2257 BAYOU RD,4703 - BED & BREAKFAST INNS,,,,"(29.974154707753, -90.0746373991826)",3679345.97474,538282.219913
1210 S Rampart St Unit 2A,1210 S Rampart St Unit 2A,Short Term Rental Residential Owner,2,4,06/27/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3678257.56,527166.18
5501 Eads St,5501 Eads St,Short Term Rental Residential Owner,4,8,06/28/2023 11:59:59 PM,"(30.0153848761426, -90.0499971216042)",3686979.03,553361.62
1806 Hastings Pl,1806 Hastings Pl,Short Term Rental Commercial Owner,2,4,06/28/2023 11:59:59 PM,"(29.9319340380536, -90.0730641796701)",3680012.91,522934.7
334 Carondelet St Unit 402,334 Carondelet St Unit 402,Short Term Rental Commercial Owner,2,4,03/26/2023 11:59:59 PM,"(29.951021216711, -90.0711540118799)",3680541.46,529882.15
1806 Hastings Pl Apt A,1806 Hastings Pl Apt A,Short Term Rental Commercial Owner,2,4,06/28/2023 11:59:59 PM,"(29.931921368078, -90.0730247790013)",3680025.44,522930.23
1519 Louisa St,1519 Louisa St,Short Term Rental Residential Owner,2,4,06/30/2023 11:59:59 PM,"(29.9716896503244, -90.0410113191648)",3690001.91,537504.34
1040 Annunciation St,1040 Annunciation St,Short Term Rental Commercial Owner,2,4,03/28/2023 11:59:59 PM,"(29.9409201145013, -90.0677590359704)",3681657.11,526220.88
823 N Gayoso St,823 N Gayoso St,Short Term Rental Residential Owner,1,2,06/08/2023 11:59:59 PM,"(29.9740186950189, -90.0852783873495)",3675977.63,538195.91
524 S Murat St,524 S Murat St,Short Term Rental Residential Owner,1,2,06/29/2023 11:59:59 PM,"(29.9735436834659, -90.1084572598256)",3668641.14,537943.99
1668 N Broad St,1668 N Broad St,Short Term Rental Commercial Owner,2,4,10/13/2023 11:59:59 PM,"(29.9803813984315, -90.0740459186106)",3679508.35,540548.54
23068 Chef Menteur Hwy,23068 Chef Menteur Hwy,Short Term Rental Commercial Owner,3,6,11/16/2023 11:59:59 PM,"(30.094114808359, -89.7674147892791)",3776013.37,583102.08
501 N Salcedo St,501 N Salcedo St,Short Term Rental Commercial Owner,3,6,01/15/2023 11:59:59 PM,"(29.9717143374146, -90.0884046281747)",3674996.98,537347.19
1100 Constance St Apt 204,1100 Constance St Apt 204,Short Term Rental Commercial Owner,2,4,01/19/2023 11:59:59 PM,"(29.940737544752, -90.0691838300797)",3681206.61,526149.51
2418 Constance St,2418 Constance St,Short Term Rental Residential Owner,2,4,02/13/2023 11:59:59 PM,"(29.9268369463469, -90.0789956251387)",3678154.54,521060.6
1347 Franklin Ave,1347 Franklin Ave,Short Term Rental Commercial Owner,4,8,05/04/2023 11:59:59 PM,"(29.9718566811683, -90.049141215455)",3687427.29,537536.14
1218 Barracks St Apt A,1218 Barracks St Apt A,Short Term Rental Residential Owner,1,2,04/13/2023 11:59:59 PM,"(29.9660630256611, -90.065769420033)",3682186.08,535370.73
505 Frenchmen St,505 Frenchmen St,Short Term Rental Commercial Owner,3,6,05/02/2023 11:59:59 PM,"(29.9627907980921, -90.0576065708806)",3684783.85,534209.51
924 Moss St,924 Moss St,Short Term Rental Residential Owner,1,2,09/22/2023 02:44:50 PM,"(29.9776353636583, -90.0885858973275)",3674916.2,539499.68
1570 N Dorgenois St,1570 N Dorgenois St,Short Term Rental Residential Owner,2,4,01/23/2024 12:33:46 PM,"(29.9779783709133, -90.0740019916647)",3679531.86,539674.86
"SONDER USA, INC",301 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9514476835432, -90.070161416206)",3680854.07381,530040.692737
4201 Tchoupitoulas St.,4201 Tchoupitoulas St.,Short Term Rental Commercial Owner,3,6,01/05/2024 11:59:59 PM,"(28.0988907068706, -101.517799134252)",-1,-1
617 Canal St Apt 401,617 Canal St Apt 401,Short Term Rental Commercial Owner,3,6,03/25/2023 11:59:59 PM,"(29.9530744008438, -90.0683228057203)",3681429.77,530638.65
1429 N Claiborne Ave Apt D,1429 N Claiborne Ave Apt D,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.970266139396, -90.0685647228558)",3681284.16,536889.36
538 Jackson Ave,538 Jackson Ave,Short Term Rental Commercial Owner,3,6,04/11/2023 11:59:59 PM,"(29.9253066155599, -90.0732571912581)",3679978.28,520524.06
4117 St Peter St,4117 St Peter St,Short Term Rental Residential Owner,3,6,10/27/2023 12:12:34 PM,"(29.9793062220153, -90.0964175904287)",3672430.25,540080.42
1438 N Claiborne Ave B,1438 N Claiborne Ave B,Short Term Rental Commercial Owner,5,10,10/12/2023 11:59:59 PM,"(29.9698982393295, -90.0676058298448)",3681589.23,536758.93
1310 Governor Nicholls St Apt 1B,1310 Governor Nicholls St Apt 1B,Short Term Rental Residential Owner,2,4,07/06/2023 11:59:59 PM,"(29.9658875543717, -90.0669039818167)",3681827.56,535302.95
3424 Nashville Ave,3424 Nashville Ave,Short Term Rental Residential Owner,1,2,01/05/2024 11:59:59 PM,"(29.9472264683854, -90.1106650322753)",3668044.28,528366.57
3136 St Claude Ave,3136 St Claude Ave,Short Term Rental Commercial Owner,2,4,08/21/2023 11:59:59 PM,"(29.9672629238547, -90.0433377833378)",3689283.47,535886.32
838 Camp St Apt C,838 Camp St Apt C,Short Term Rental Commercial Owner,4,8,09/19/2023 11:59:59 PM,"(29.9447266960576, -90.0704810884379)",3680779.78,527595.58
1105 Numa St,1105 Numa St,Short Term Rental Residential Owner,2,4,07/14/2023 11:59:59 PM,"(29.9436846733591, -90.0357505500595)",3691782.8,527339.55
"1525 Robert C Blakes, SR Dr C","1525 Robert C Blakes, SR Dr C",Short Term Rental Commercial Owner,2,4,01/03/2024 11:59:59 PM,"(29.9393501709881, -90.0772462669447)",3678658.76,525616.93
2225 Chartres St,2225 Chartres St,Short Term Rental Residential Owner,1,2,07/01/2023 12:00:00 AM,"(29.9637406451085, -90.0555627626242)",3685427.13,534562.12
"1527 Robert C Blakes, SR Dr","1527 Robert C Blakes, SR Dr",Short Term Rental Commercial Owner,3,6,01/03/2024 11:59:59 PM,"(29.9393136869246, -90.0772673131052)",3678652.24,525603.59
"1531 Robert C Blakes, SR Dr","1531 Robert C Blakes, SR Dr",Short Term Rental Commercial Owner,3,6,01/03/2024 11:59:59 PM,"(29.9392460561863, -90.0773211788503)",3678635.45,525578.81
900 Bartholomew St Unit 409,900 Bartholomew St Unit 409,Short Term Rental Commercial Owner,2,4,10/13/2023 11:59:59 PM,"(29.9636589741555, -90.0362184739924)",3691552.39,534601.24
1728 Clio St,1728 Clio St,Short Term Rental Commercial Owner,5,10,03/30/2023 11:59:59 PM,"(29.9423708812544, -90.0758213622062)",3679097.98,526720.32
1721 Terpsichore St,1721 Terpsichore St,Short Term Rental Commercial Owner,3,6,01/04/2024 11:59:59 PM,"(29.9394591019505, -90.0777709690166)",3678492.15,525654.72
2023 Iberville St,2023 Iberville St,Short Term Rental Residential Owner,2,4,07/14/2023 11:59:59 PM,"(29.9623516206639, -90.0799796596297)",3677701.59,533971.63
5959 Colbert St Apt B,5959 Colbert St Apt B,Short Term Rental Residential Owner,2,4,01/04/2024 11:59:59 PM,"(29.9988869907332, -90.1118895043803)",3667456.26,547148.23
637 Gallier St,637 Gallier St,Short Term Rental Residential Owner,1,2,12/12/2023 12:23:36 PM,"(29.9622288194026, -90.0407891718146)",3690111.05,534064.83
833 Baronne St Apt 2A,833 Baronne St Apt 2A,Short Term Rental Commercial Owner,2,4,10/10/2023 11:59:59 PM,"(29.9457504189464, -90.0746432295273)",3679457.59,527953.34
4520 St Ann St,4520 St Ann St,Short Term Rental Residential Owner,1,2,10/20/2023 10:46:30 AM,"(29.9833917330474, -90.1004601337017)",3671134.48,541552.28
2305 Soniat St,2305 Soniat St,Short Term Rental Commercial Owner,5,10,11/14/2023 11:59:59 PM,"(29.9351768759875, -90.1092055854801)",3668553.27,523989.82
HISTORIC STREETCAR INN,1509 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
628 Baronne St Apt 201,628 Baronne St Apt 201,Short Term Rental Commercial Owner,2,4,11/13/2023 11:59:59 PM,"(29.9482474453804, -90.0734853798891)",3679814.28,528865.38
705 Camp St Apt 402,705 Camp St Apt 402,Short Term Rental Commercial Owner,2,4,03/28/2023 11:59:59 PM,"(29.9469891542741, -90.0703528291414)",3680811.33,528418.74
2018 Brutus St,2018 Brutus St,Short Term Rental Residential Owner,2,4,12/20/2023 12:49:31 PM,"(30.0067093947906, -90.0639857135744)",3682587.1,550157.56
CAMPECHE,634 N. WHITE ST,4703 - BED & BREAKFAST INNS,,,,,,
3900 Baronne St,3900 Baronne St,Short Term Rental Commercial Owner,2,4,03/29/2023 11:59:59 PM,"(29.9287718286615, -90.0970392303551)",3672431.72,521702.08
1529 Louisa St,1529 Louisa St,Short Term Rental Residential Owner,2,4,10/04/2023 07:21:09 PM,"(29.9719016184385, -90.0409411382845)",3690023.26,537581.67
SONDER,508 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9559524630943, -90.0649016837192)",3682501.52213,531697.195331
1212 S Rampart St,1212 S Rampart St,Short Term Rental Commercial Owner,4,8,02/23/2023 11:59:59 PM,"(29.9435768753863, -90.0784924033028)",3678247.27,527149.59
BOURBON ORLEANS HOTEL,717 ORLEANS AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9589676067682, -90.0648606081599)",3682502.39119,532793.756676
424 Tricou St,424 Tricou St,Short Term Rental Residential Owner,1,2,12/08/2023 10:51:39 AM,"(29.9532570906715, -90.0120622763498)",3699244.5,530906.14
641 Congress St,641 Congress St,Short Term Rental Residential Owner,2,4,10/25/2023 04:57:00 PM,"(29.9621563236409, -90.0399797060816)",3690367.65,534041.36
925 N Carrollton Ave A,925 N Carrollton Ave A,Short Term Rental Residential Owner,1,2,05/19/2023 11:59:59 PM,"(29.9811850646397, -90.0940644051074)",3673167.83,540771.69
1002 Verret St,1002 Verret St,Short Term Rental Commercial Owner,1,2,11/16/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3687264.34,527910.06
3048 Grand Route St John St,3048 Grand Route St John St,Short Term Rental Residential Owner,1,2,09/28/2023 03:56:02 PM,"(29.9796768365291, -90.0826329676079)",3676792.7,540262.56
1429 N Claiborne Ave Apt C,1429 N Claiborne Ave Apt C,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.9702268378075, -90.0685099159636)",3681301.67,536875.26
2429 Gravier St,2429 Gravier St,Short Term Rental Commercial Owner,3,6,03/31/2023 11:59:59 PM,"(29.9593829229699, -90.0884621992669)",3675027.47,532862.82
SONDER USA,1016 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9551008978864, -90.0723996086367)",3680130.69384,531361.329858
705 Camp St Apt 201,705 Camp St Apt 201,Short Term Rental Commercial Owner,1,2,03/28/2023 11:59:59 PM,"(29.9469567568577, -90.0702093404331)",3680856.9,528407.46
1429 N Claiborne Ave Apt A,1429 N Claiborne Ave Apt A,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.9702268378075, -90.0685099159636)",3681301.67,536875.26
2425 Bayou Rd,2425 Bayou Rd,Short Term Rental Commercial Owner,3,6,01/23/2023 11:59:59 PM,"(29.9752356529511, -90.0755615457774)",3679049.08,538672.08
3818 Orleans Ave,3818 Orleans Ave,Short Term Rental Commercial Owner,2,4,01/26/2023 11:59:59 PM,"(29.9777227967897, -90.0935663595395)",3673339.12,539514.38
301 Magazine St Apt 301,301 Magazine St Apt 301,Short Term Rental Commercial Owner,2,4,11/17/2023 11:59:59 PM,"(29.9504606780695, -90.0678436408325)",3681592,529689.88
1213 Marengo St,1213 Marengo St,Short Term Rental Residential Owner,2,4,08/04/2023 11:59:59 PM,"(29.9242494609078, -90.0979765610537)",3672152.56,520054.38
617 Canal St Apt 201,617 Canal St Apt 201,Short Term Rental Commercial Owner,3,6,03/25/2023 11:59:59 PM,"(29.9530362849482, -90.0683541736445)",3681419.99,530624.68
1039 Verret St,1039 Verret St,Short Term Rental Residential Owner,3,6,10/18/2023 07:56:31 AM,"(29.9446936857202, -90.0501524361267)",3687217.75,527655.1
301 Magazine St Apt 202,301 Magazine St Apt 202,Short Term Rental Commercial Owner,2,4,11/17/2023 11:59:59 PM,"(29.9504322100039, -90.0678630753607)",3681585.96,529679.46
2716 Calhoun St,2716 Calhoun St,Short Term Rental Residential Owner,1,2,05/15/2023 11:59:59 PM,"(29.9429389576808, -90.1156790242034)",3666473.01,526790.56
MASON DEVILLE,727 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9576939208768, -90.0659554461366)",3682160.84156,532326.761347
1805 Henriette Delille St,1805 Henriette Delille St,Short Term Rental Commercial Owner,3,6,03/29/2023 11:59:59 PM,"(29.9683508423497, -90.0613589770975)",3683573.28,536218.14
937 Marigny St,937 Marigny St,Short Term Rental Residential Owner,3,6,08/23/2023 11:16:11 AM,"(29.9674401110273, -90.0553114118681)",3685491.71,535908.27
1429 N Claiborne Ave Apt F,1429 N Claiborne Ave Apt F,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.9702832177973, -90.0685934381177)",3681275,536895.47
3127 Toulouse St,3127 Toulouse St,Short Term Rental Residential Owner,1,2,10/23/2023 08:43:32 AM,"(29.9726473411829, -90.0883249814608)",3675018.51,537686.74
705 Camp St Apt 302,705 Camp St Apt 302,Short Term Rental Commercial Owner,2,4,03/28/2023 11:59:59 PM,"(29.9469730542421, -90.0702913620107)",3680830.86,528413.1
3430 S Liberty St,3430 S Liberty St,Short Term Rental Residential Owner,1,2,05/19/2023 11:59:59 PM,"(29.9342138434831, -90.0953303470621)",3672951.61,523686.84
1726 Clio St,1726 Clio St,Short Term Rental Commercial Owner,5,10,03/30/2023 11:59:59 PM,"(29.9423507294042, -90.0757816724487)",3679110.63,526713.13
705 Camp St Apt 401,705 Camp St Apt 401,Short Term Rental Commercial Owner,1,2,03/28/2023 11:59:59 PM,"(29.9469817948089, -90.0703310074845)",3680818.27,528416.14
4321 Coliseum St,4321 Coliseum St,Short Term Rental Residential Owner,1,2,10/19/2023 07:59:31 AM,"(29.9239179735801, -90.1011223349278)",3671157.42,519923.11
SONDER USA,1430 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9390454173216, -90.0749887660324)",3679374.93954,525513.955069
2907 Conti St,2907 Conti St,Short Term Rental Commercial Owner,2,4,01/22/2023 11:59:59 PM,"(29.9698347732931, -90.0875439634506)",3675276.9,536666.67
1214 Piety St,1214 Piety St,Short Term Rental Residential Owner,3,6,09/11/2023 10:04:55 AM,"(29.9683036541566, -90.0412851454416)",3689929.1,536272.09
301 Magazine St Apt 303,301 Magazine St Apt 303,Short Term Rental Commercial Owner,2,4,11/17/2023 11:59:59 PM,"(29.950465009006, -90.067876490845)",3681581.58,529691.34
126 N Norman C Francis Prkwy,126 N Norman C Francis Prkwy,Short Term Rental Commercial Owner,2,4,01/27/2023 11:59:59 PM,"(29.9705069087288, -90.0930858920452)",3673519.63,536892.05
1562 Magazine St Apt 2B,1562 Magazine St Apt 2B,Short Term Rental Commercial Owner,5,10,01/27/2023 11:59:59 PM,"(29.9329080227936, -90.0725549836185)",3680170.29,523290.65
1909 Port St,1909 Port St,Short Term Rental Residential Owner,2,4,10/06/2023 07:19:34 AM,"(29.9773030554562, -90.0464704981358)",3688250.6,539526.13
2428 Valence St,2428 Valence St,Short Term Rental Commercial Owner,2,4,01/27/2023 11:59:59 PM,"(29.9346970109004, -90.1065996460938)",3669380.49,523824.15
3215 Maurepas St,3215 Maurepas St,Short Term Rental Residential Owner,1,2,10/06/2023 10:48:49 AM,"(29.9812871163239, -90.0851880809576)",3675977.43,540839.3
25694 Chef Menteur Hwy,25694 Chef Menteur Hwy,Short Term Rental Commercial Owner,5,10,01/24/2023 11:59:59 PM,"(30.1424425505662, -89.7492751621851)",3781506.23,600754.53
2133 Louisiana Ave,2133 Louisiana Ave,Short Term Rental Commercial Owner,5,10,01/25/2023 11:59:59 PM,"(29.9336189689299, -90.0938122027373)",3673434.78,523475.72
50 Fontainebleau Dr,50 Fontainebleau Dr,Short Term Rental Residential Owner,3,6,08/29/2023 10:39:00 AM,"(29.9549481768919, -90.1162647780319)",3666241.12,531155.6
1828 St Andrew St,1828 St Andrew St,Short Term Rental Commercial Owner,5,10,09/21/2023 11:59:59 PM,"(29.937818935391, -90.0812468125182)",3677397.85,525046.25
2441 Mercedes Blvd,2441 Mercedes Blvd,Short Term Rental Residential Owner,5,10,02/14/2023 11:59:59 PM,"(29.9289106279161, -90.0163747153416)",3697980.68,522037.21
1220 N Gayoso St,1220 N Gayoso St,Short Term Rental Residential Owner,2,4,02/12/2023 11:59:59 PM,"(29.9775511589719, -90.0826826452447)",3676785.41,539489.41
1115 Margaret Pl Unit 303,1115 Margaret Pl Unit 303,Short Term Rental Commercial Owner,2,4,03/28/2023 11:59:59 PM,"(29.9412200648331, -90.0724340882182)",3680175.32,526313.63
705 Camp St Apt 301,705 Camp St Apt 301,Short Term Rental Commercial Owner,1,2,03/28/2023 11:59:59 PM,"(29.9469704647198, -90.0702708378198)",3680837.37,528412.23
705 Camp St Apt 403,705 Camp St Apt 403,Short Term Rental Commercial Owner,3,6,03/28/2023 11:59:59 PM,"(29.9469929394746, -90.0703747276164)",3680804.38,528420.04
5605 Tchoupitoulas St,5605 Tchoupitoulas St,Short Term Rental Commercial Owner,1,2,03/27/2023 11:59:59 PM,"(29.9165501153313, -90.1185263841598)",3665673,517185.02
817 N Villere St B,817 N Villere St B,Short Term Rental Residential Owner,3,6,09/18/2023 09:24:24 AM,"(29.9640378542704, -90.0708363851009)",3680589.89,534616.59
EMANUEL & SHENA’S BED & BREAKFAST,3350 NEVADA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9226490607365, -90.0261380062083)",3694914.26262,519724.881272
929 Sumner St,929 Sumner St,Short Term Rental Commercial Owner,3,6,03/30/2023 11:59:59 PM,"(29.9452185997221, -90.0379020961608)",3691095.12,527889.63
900 Bartholomew St Unit 221,900 Bartholomew St Unit 221,Short Term Rental Commercial Owner,1,2,05/18/2023 11:59:59 PM,"(29.9637847026853, -90.0364778093055)",3691469.76,534646.03
2810 General Taylor St,2810 General Taylor St,Short Term Rental Residential Owner,2,4,09/15/2023 12:00:22 PM,"(29.9386923890836, -90.0995764169515)",3671589.25,525300.9
1029 Montegut St,1029 Montegut St,Short Term Rental Residential Owner,3,6,10/18/2023 08:30:48 AM,"(29.96749552628, -90.0460542928785)",3688422.43,535961.23
1908 N Claiborne Ave,1908 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,11/13/2023 11:59:59 PM,"(29.9729688973752, -90.0604878995304)",3683830.42,537900.5
1640 Clio St Apt 201,1640 Clio St Apt 201,Short Term Rental Commercial Owner,5,10,11/14/2023 11:59:59 PM,"(29.941858566447, -90.0750429360902)",3679346.55,526536.73
5607 Tchoupitoulas St,5607 Tchoupitoulas St,Short Term Rental Commercial Owner,1,2,03/27/2023 11:59:59 PM,"(29.9165621884389, -90.1185651602766)",3665660.67,517189.28
2700 Aubry St,2700 Aubry St,Short Term Rental Residential Owner,3,6,10/12/2023 07:35:41 AM,"(29.9823265728948, -90.0743478000803)",3679405.01,541254.83
1214 Piety St Apt B,1214 Piety St Apt B,Short Term Rental Residential Owner,1,2,09/11/2023 10:04:57 AM,"(29.9683036541566, -90.0412851454416)",3689929.1,536272.09
906 Sixth St Apt 2A,906 Sixth St Apt 2A,Short Term Rental Residential Owner,3,6,05/17/2023 11:59:59 PM,"(29.9238711527892, -90.0829069682814)",3676927.41,519968.59
812 Frenchmen St,812 Frenchmen St,Short Term Rental Residential Owner,2,4,10/11/2023 11:39:22 AM,"(29.9658204256945, -90.0580391209531)",3684634.63,535309.67
301 Magazine St Apt 203,301 Magazine St Apt 203,Short Term Rental Commercial Owner,1,2,11/17/2023 11:59:59 PM,"(29.9504352594478, -90.067882773329)",3681579.71,529680.5
2123 Urquhart St,2123 Urquhart St,Short Term Rental Residential Owner,1,2,10/06/2023 03:54:07 PM,"(29.9706165340671, -90.0576796805436)",3684729.02,537054.98
318 N Lopez St,318 N Lopez St,Short Term Rental Residential Owner,2,4,11/16/2023 11:59:59 PM,"(29.9707036968316, -90.0900081434007)",3674493.29,536974.17
630 S Miro St,630 S Miro St,Short Term Rental Commercial Owner,5,10,03/31/2023 11:59:59 PM,"(29.9579209906991, -90.0872466351389)",3675418.15,532335.39
617 Canal St Apt 301,617 Canal St Apt 301,Short Term Rental Commercial Owner,3,6,03/25/2023 11:59:59 PM,"(29.9530572964103, -90.0683428860432)",3681423.48,530632.36
1564 N Dorgenois St,1564 N Dorgenois St,Short Term Rental Residential Owner,1,2,10/04/2023 11:48:26 AM,"(29.9779115106124, -90.0741304800102)",3679491.45,539650.1
1429 N Claiborne Ave Apt B,1429 N Claiborne Ave Apt B,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.9702268378075, -90.0685099159636)",3681301.67,536875.26
2628 S Derbigny St,2628 S Derbigny St,Short Term Rental Commercial Owner,3,6,11/16/2023 11:59:59 PM,"(29.9439352708442, -90.0941795924754)",3673277.85,527225.85
612 Bouny St,612 Bouny St,Short Term Rental Residential Owner,4,8,11/16/2023 11:59:59 PM,"(29.9494684522334, -90.0525080755751)",3686452.34,529383.03
1664 N Claiborne Ave,1664 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,11/14/2023 11:59:59 PM,"(29.9727722209943, -90.0639276926132)",3682742.18,537816.9
2430 Valence St,2430 Valence St,Short Term Rental Commercial Owner,2,4,01/27/2023 11:59:59 PM,"(29.9347356273364, -90.1066062439003)",3669378.25,523838.17
3035 Fourth St,3035 Fourth St,Short Term Rental Commercial Owner,2,4,12/21/2022 11:59:59 PM,"(29.9437239703228, -90.094148429512)",3673288.55,527149.12
3635 Timber Wolf Ln,3635 Timber Wolf Ln,Short Term Rental Residential Owner,3,6,09/28/2023 05:45:09 AM,"(29.8980336336613, -89.9969886081837)",3704251.91,510880.43
628 Baronne St Apt 401,628 Baronne St Apt 401,Short Term Rental Commercial Owner,3,6,03/25/2023 11:59:59 PM,"(29.9482085191864, -90.073328866005)",3679864,528851.77
3127 Orleans Ave,3127 Orleans Ave,Short Term Rental Residential Owner,2,4,10/03/2023 10:56:16 AM,"(29.9743927335736, -90.0879244178875)",3675138.43,538322.81
900 Bartholomew St Unit 318,900 Bartholomew St Unit 318,Short Term Rental Commercial Owner,1,2,03/26/2023 11:59:59 PM,"(29.9637136701648, -90.0363438735172)",3691512.46,534620.68
1824 Franklin Ave,1824 Franklin Ave,Short Term Rental Commercial Owner,3,6,01/26/2023 11:59:59 PM,"(29.9767470694449, -90.0484810137091)",3687616.37,539316.81
705 Camp St Apt 203,705 Camp St Apt 203,Short Term Rental Commercial Owner,3,6,03/28/2023 11:59:59 PM,"(29.9469667322415, -90.0702544331748)",3680842.58,528410.93
1584 Magazine St,1584 Magazine St,Short Term Rental Commercial Owner,4,8,03/30/2023 11:59:59 PM,"(29.9325310912306, -90.0728517634704)",3680077.8,523152.55
8939 Nelson St,8939 Nelson St,Short Term Rental Residential Owner,2,4,10/17/2023 08:26:52 AM,"(29.9628059040396, -90.1269426552919)",3662829.81,533977.22
